station_no,station_name,tel,address,latitude,longitude,note,city,district
BR2,復興機車行,04-36090366,臺中市南區大慶街一段303號,24.113552,120.653720,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BR3,良發車業有限公司,04-26563950,臺中市梧棲區下寮里居仁街350巷16號,24.259431,120.531134,"今日正常營業,但實際營業狀況依現場為主",台中市,梧棲區
BR4,修吉輪業商行,04-22702972,臺中市太平區東平路131號1樓,24.134556,120.732987,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BR5,東信機車行,04-22805667,臺中市東區振興里大智路200號1樓,24.131986,120.690328,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
BR6,昇億機車行,04-23927755,臺中市太平區新坪里樹孝路298號1樓,24.156634,120.719853,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BR7,尚傑車業,04-22493485,臺中市北屯區松安里崇德二路一段196號1樓,24.176578,120.693247,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BR8,昇皇車業,04-22797425,臺中市大里區立仁里立仁路78號1樓,24.109141,120.702800,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BR9,聯達機車行,04-25680118,臺中市大雅區上楓里民生路三段405號1樓,24.234188,120.664628,"今日正常營業,但實際營業狀況依現場為主",台中市,大雅區
BS2,永川機車行,04-26818982,臺中市大甲區孟春里慈德路149號1樓,24.382489,120.653913,"今日正常營業,但實際營業狀況依現場為主",台中市,大甲區
BS3,長榮汽車有限公司,04-23296999,臺中市南屯區大墩11街306號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BS4,一竣機車精品店,04-25251153,臺中市豐原區陽明里博愛街124號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
BS5,省福機車行,04-25204921,臺中市豐原區三豐路二段73號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
BS6,曜安車業行,04-26311092,臺中市沙鹿區向上路六段902號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,沙鹿區
BS7,東珈機車行,04-25200435,臺中市豐原區南陽路283號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
BS8,鳴昇機車行,04-24375298,臺中市北屯區東光里東山路一段49之6號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BS9,億昇機車行,04-24070600,臺中市大里區三興街60號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BT1,車聚車業,04-25771423,臺中市東勢區豐勢路240號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,東勢區
BT2,尚輪機車行,04-25264260,臺中市神岡區五權路92號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,神岡區
BT3,張記車業,04-22135219,臺中市東區復興路五段162號1、2樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
BT4,茗鑫機車行,04-25357877,臺中市潭子區昌平路三段126號1、2樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,潭子區
BT5,高吉機車行,04-22756233,臺中市太平區中平九街140號1、2樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BT6,鉅慶機車行,04-25227489,臺中市豐原區南陽里永康路２３７號１樓、２樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
BT7,隆祥機車行,04-23921297,臺中市太平區中山路二段529號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BT8,好順機車行,04-26935814,臺中市大肚區沙田路一段320巷21之2號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,大肚區
BT9,廣億車業,04-22430397,臺中市北屯區崇德二路一段136號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BU0,金武輪機車行,04-24370206,臺中市北屯區太順路152號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BU1,宥威車業,04-23809979,臺中市南屯區黎明路二段238號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BU2,良友車業行,04-24920856,臺中市大里區成功二路8號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BU3,昇輪機車行,04-22451074,臺中市北屯區北屯路477號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BU4,新億成機車行,04-22433702,臺中市北屯區瀋陽路三段179號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BU5,東樂機車行,04-22131362,臺中市東區十甲東路480之3號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
BU6,吉翔機車行,04-24739171,臺中市南屯區東興路二段51號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BU7,瑋霆車業,04-24735232,臺中市西屯區至善里至善路35號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BU8,復興汽車檢驗股份有限公司,04-22202995,臺中市南區公理街25號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BU9,和馬車業,04-23821767,臺中市南屯區黎明路二段48號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BV0,方舟輪業有限公司,04-23958263,臺中市太平區樹德路260號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BV1,盛合機車行,04-25337824,臺中市潭子區潭富路二段194號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,潭子區
BV2,壯大機車行,04-22270786,臺中市中區民族路243號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,中區
BV3,羅馬車業,04-22017000,臺中市北區原子街170號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BV4,世楷機車行,04-25207172,臺中市神岡區大洲路459號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,神岡區
BV5,尚弘車業,04-26621968,臺中市沙鹿區光華路375號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,沙鹿區
BV6,弘明輪業行,04-23824090,臺中市南屯區向上路三段490號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BV7,志鴻機車行,04-22764608,臺中市太平區長億六街2號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BV8,登堯輪業,04-22778879,臺中市太平區新平路二段269號1樓,,,"將於6/5 08:00-12/31 00:00暫停檢驗,但實際營業狀況依現場為主",台中市,太平區
BV9,弘久機車行,04-26911220,臺中市大肚區瑞井里遊園路一段105-27號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,大肚區
BW1,禾冠機車行,04-23332028,臺中市霧峰區吉峰里吉峰東路43之1號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,霧峰區
BW2,金弘穎機車行,04-23501590,臺中市西屯區順和一街117號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BW3,群泰機車行,04-22933002,臺中市北區梅川里天津路二段204號1、2樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BW4,詠盛機車行,04-24924942,臺中市大里區塗城路248號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BW5,宏祥機車行,04-22378826,臺中市北區錦祥里北屯路22之4號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BW6,北區汽車有限公司,04-22020020,臺中市北區英才路155號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BW7,凱駿輪業行,04-22606086,臺中市南區永興里高工路216號1樓、2樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BW8,嘉偉機車行,04-23828787,臺中市南屯區黎明路一段989號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BW9,日成機車行,04-22291162,臺中市南區建成路1193號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BX1,昇益輪機車行,04-22372059,臺中市北區錦祥里育強街８２號１樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BX2,茂捷機車行,04-23220160,臺中市南屯區大業里東興路三段189號1樓2樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BX3,冠皇車行,04-22764622,臺中市太平區長億里太平三街180號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BX4,全舜機車行,04-23332059,臺中市霧峰區南柳里柳豐路536號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,霧峰區
BX5,合鋒企業股份有限公司,04-26838989,臺中市外埔區中山里大馬路188號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,外埔區
BX6,福懋車業行,04-22371026,臺中市北屯區漢口路五段67號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BX7,正佑輪業,04-22377168,臺中市北區榮華街169號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BX8,宗耘車業社,04-22347173,臺中市北屯區昌平路一段76號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BX9,德豐機車行,04-26355065,臺中市沙鹿區興安里沙田路57之3號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,沙鹿區
BY1,永安機車行,04-24628342,臺中市西屯區永安里西屯路三段146之1號1樓、2樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BY2,尚倫機車行,04-22750359,臺中市太平區宜欣里新平路二段72號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BY3,喬隆機車有限公司,04-26621888,臺中市梧棲區大庄里臺灣大道八段225號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,梧棲區
BY4,穎誠車業有限公司,0979-807733,臺中市大雅區雅環路一段108號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,大雅區
BY5,國倫車業行,04-22323533,臺中市北區崇德里進化北路169號1、2樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BY6,新吉田車行,04-22392807,臺中市北屯區和平里東山路一段311之2號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BY7,弘軒車業行,04-25825257,臺中市石岡區豐勢路750號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,石岡區
BY8,泓佳車業,04-26330283,臺中市龍井區遊園南路317號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,龍井區
BY9,達億輪業行,04-24066465,臺中市大里區爽文路1120號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BZ2,伸冠機車行,04-24736268,臺中市南屯區東興路二段24號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BZ3,承鴻車業有限公司,04-24522131,臺中市西屯區西屯路二段269之40號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BZ4,凱傑車業,04-22338048,臺中市北屯區昌平路一段172號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BZ5,南洸車業有限公司,04-25876625,臺中市東勢區豐勢路139號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,東勢區
BZ6,日昶機車行,04-26873110,臺中市大甲區德興路52號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,大甲區
BZ7,秀錫機車行,04-23390645,臺中市霧峰區四德路188、190號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,霧峰區
BZ8,磐石二輪車業,04-23761828,臺中市西區忠明南路427號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
BZ9,速块機車行,04-22657002,臺中市南區永興里工學二街273號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
C06,強勝輪業行,02-24223782,基隆市信義區東明路113號,25.127581,121.761101,"今日正常營業,但實際營業狀況依現場為主",基隆市,信義區
C07,德新車業有限公司,02-24270196,基隆市仁愛區南榮路65號,25.126148,121.742792,"今日正常營業,但實際營業狀況依現場為主",基隆市,仁愛區
C08,日揚車業有限公司,02-24232472,基隆市中山區西定路457號,25.140428,121.727766,"今日正常營業,但實際營業狀況依現場為主",基隆市,中山區
C09,玉昌機車有限公司,02-24247816,基隆市中山區中山一路13號,25.130164,121.736699,"今日正常營業,但實際營業狀況依現場為主",基隆市,中山區
C10,忠仁車業有限公司,02-24315151,基隆市安樂區安樂路二段88號,25.123040,121.725711,"今日正常營業,但實際營業狀況依現場為主",基隆市,安樂區
